scenario_id,batch_id,scenario_family_id,severity_id,profile_id,rank,ranking_score,policy_id,replanning_method_id,execution_mode,experiment_count,mean_delta_objective_value,mean_delta_makespan,mean_delta_total_travel_time,mean_total_lateness,replanning_request_count,replanning_applied_count,is_recommended,recommendation_class
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_service_delay_only_moderate_batch,reassignment_opportunity,moderate,balanced_operational,2,0.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,3,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_service_delay_only_moderate_batch,reassignment_opportunity,moderate,balanced_operational,3,3.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,0.0,0.0,0.0,0.0,3,3,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,1,0.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,True,weak_or_tied
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,2,0.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,3,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,3,3.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,0.0,0.0,0.0,0.0,3,3,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,balanced_operational,1,2.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,True,weak_or_tied
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,balanced_operational,2,2.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,balanced_operational,3,2.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,balanced_operational,1,-51.199999999999996,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,balanced_operational,2,31.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,balanced_operational,3,31.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,3,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,1,-51.199999999999996,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,2,95.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,balanced_operational,3,95.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,3,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,makespan_priority,1,1.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,True,weak_or_tied
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,makespan_priority,2,1.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,makespan_priority,3,1.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,makespan_priority,1,10.3,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,38.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,makespan_priority,2,27.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,makespan_priority,3,27.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,3,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,makespan_priority,1,38.3,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,66.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,makespan_priority,2,91.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,makespan_priority,3,91.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,3,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_reassignment_opportunity_light_batch,reassignment_opportunity,light,makespan_priority,1,1.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,True,weak_or_tied
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_reassignment_opportunity_light_batch,reassignment_opportunity,light,makespan_priority,2,1.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_reassignment_opportunity_light_batch,reassignment_opportunity,light,makespan_priority,3,1.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_reassignment_opportunity_moderate_batch,reassignment_opportunity,moderate,makespan_priority,1,-24.7,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_reassignment_opportunity_moderate_batch,reassignment_opportunity,moderate,makespan_priority,2,27.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,0,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_reassignment_opportunity_moderate_batch,reassignment_opportunity,moderate,makespan_priority,3,27.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,3,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_reassignment_opportunity_severe_batch,reassignment_opportunity,severe,makespan_priority,1,-24.7,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_reassignment_opportunity_severe_batch,reassignment_opportunity,severe,makespan_priority,2,91.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,0,0,False,
family_id_reassignment_opportunity_description_a_disruption_creates_a_possible_benefit_from_reassigning_remaining_work_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_true_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_reassignment_opportunity_severe_batch,reassignment_opportunity,severe,makespan_priority,3,91.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,3,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_service_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,1,0.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,True,weak_or_tied
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_service_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,2,0.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_service_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,3,0.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_service_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,1,0.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,True,weak_or_tied
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_service_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,2,0.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,0.0,0.0,0.0,0.0,3,3,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_service_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,3,0.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,3,0,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,1,0.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,0,0,True,weak_or_tied
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,2,0.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,0.0,0.0,0.0,0.0,3,3,False,
family_id_service_delay_only_description_only_service_time_is_perturbed_uses_travel_delay_false_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_service_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,3,0.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,0.0,0.0,3,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,1,1.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,True,weak_or_tied
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,2,1.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_travel_delay_only_light_batch,reassignment_opportunity,light,makespan_priority,3,1.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,1,-24.7,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,2,27.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_travel_delay_only_moderate_batch,reassignment_opportunity,moderate,makespan_priority,3,27.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,3,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,1,-24.7,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,3.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,2,91.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,0,0,False,
family_id_travel_delay_only_description_only_travel_time_is_perturbed_uses_travel_delay_true_uses_service_delay_false_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_travel_delay_only_severe_batch,reassignment_opportunity,severe,makespan_priority,3,91.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,3,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,conservative_replanning,1,2.0,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,True,weak_or_tied
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,conservative_replanning,2,2.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_light_nominal_delay_minutes_10_description_small_disruption_usually_useful_to_test_whether_replanning_is_unnecessary,campaign_combined_delay_light_batch,combined_delay,light,conservative_replanning,3,2.0,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,0.0,0.0,10.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,conservative_replanning,1,-14.0,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,38.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,conservative_replanning,2,29.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_moderate_nominal_delay_minutes_50_description_medium_disruption_useful_to_test_trade_offs_between_keeping_the_plan_and_replanning,campaign_combined_delay_moderate_batch,combined_delay,moderate,conservative_replanning,3,35.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,15.0,15.0,50.0,0.0,3,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,conservative_replanning,1,-5.600000000000001,threshold_delay_replanning_policy_v1,greedy_replanning_solver_v1,replanning_applied_execution,3,-52.0,66.0,-17.0,0.0,3,3,True,replanning_tradeoff
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,conservative_replanning,2,89.5,no_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,0,0,False,
family_id_combined_delay_description_travel_and_service_times_are_both_perturbed_uses_travel_delay_true_uses_service_delay_true_creates_reassignment_opportunity_false_severity_id_severe_nominal_delay_minutes_90_description_large_disruption_useful_to_test_robustness_risk_and_operational_recovery,campaign_combined_delay_severe_batch,combined_delay,severe,conservative_replanning,3,95.5,threshold_delay_replanning_policy_v1,replanning_not_implemented_v1,no_replanning_execution_baseline,3,55.0,55.0,90.0,0.0,3,0,False,
